order_id,order_line_id,customer_id,product_id,store_id,order_date,quantity,unit_price,discount_amount,net_amount,order_status
131e0f2a-f3c3-4c5d-bca2-1af2d86d2cf1,131e0f2a-f3c3-4c5d-bca2-1af2d86d2cf1-2,324a2fe3-a10c-4be0-85c5-5f4c58e2a531,PR-00058,ST-014,2026-07-15,2,512.71,0,1025.42,delivered
131e0f2a-f3c3-4c5d-bca2-1af2d86d2cf1,131e0f2a-f3c3-4c5d-bca2-1af2d86d2cf1-3,324a2fe3-a10c-4be0-85c5-5f4c58e2a531,PR-00052,ST-001,2026-07-15,4,618.3,0,2473.2,placed
58abbace-057e-41e8-b70d-cfc35d8c5bd4,58abbace-057e-41e8-b70d-cfc35d8c5bd4-1,dfaf9798-e457-471a-8ea1-08b4edbd51b7,PR-00181,ST-001,2026-07-15,5,199.33,0,996.65,placed
d4365f35-cc5d-4fe5-9090-40d104b47cdc,d4365f35-cc5d-4fe5-9090-40d104b47cdc-1,058457be-a18d-4ee6-a371-cd02458479d2,PR-00103,ST-003,2026-07-15,5,494.68,0.1,2226.06,delivered
0fbd8953-9111-4a2c-b00c-9b3879a3ce12,0fbd8953-9111-4a2c-b00c-9b3879a3ce12-1,f401f693-d014-4ff4-8a17-96394bf8f2ed,PR-00103,ST-002,2026-07-15,4,494.68,0,1978.72,shipped
0fbd8953-9111-4a2c-b00c-9b3879a3ce12,0fbd8953-9111-4a2c-b00c-9b3879a3ce12-2,f401f693-d014-4ff4-8a17-96394bf8f2ed,PR-00051,ST-007,2026-07-15,1,585.34,0,585.34,placed
0fbd8953-9111-4a2c-b00c-9b3879a3ce12,0fbd8953-9111-4a2c-b00c-9b3879a3ce12-3,f401f693-d014-4ff4-8a17-96394bf8f2ed,PR-00038,ST-007,2026-07-15,5,369.43,0,1847.15,cancelled
107cfbc9-b92a-43e3-9f8c-2fad29eeafbb,107cfbc9-b92a-43e3-9f8c-2fad29eeafbb-1,28ebd0dc-44cd-479e-8980-b00f96b42701,PR-00038,ST-009,2026-07-15,3,369.43,0.15,942.05,delivered
6060dfbb-d4df-460d-8ac6-c4eb21827ad3,6060dfbb-d4df-460d-8ac6-c4eb21827ad3-1,ca1fc68e-a84b-4358-acfe-0e98471be5ff,PR-00141,ST-012,2026-07-15,1,11.64,0.15,9.89,cancelled
6060dfbb-d4df-460d-8ac6-c4eb21827ad3,6060dfbb-d4df-460d-8ac6-c4eb21827ad3-2,ca1fc68e-a84b-4358-acfe-0e98471be5ff,PR-00152,ST-005,2026-07-15,5,89.11,0,445.55,placed
6060dfbb-d4df-460d-8ac6-c4eb21827ad3,6060dfbb-d4df-460d-8ac6-c4eb21827ad3-3,ca1fc68e-a84b-4358-acfe-0e98471be5ff,PR-00169,ST-012,2026-07-15,3,757.85,0.15,1932.52,delivered
8e51e4ca-9b17-4fe6-a516-6acd93d26f04,8e51e4ca-9b17-4fe6-a516-6acd93d26f04-1,d9725dc3-547a-47b2-bc78-376640cb0855,PR-00131,ST-015,2026-07-15,2,237.44,0.15,403.65,delivered
8e51e4ca-9b17-4fe6-a516-6acd93d26f04,8e51e4ca-9b17-4fe6-a516-6acd93d26f04-2,d9725dc3-547a-47b2-bc78-376640cb0855,PR-00081,ST-015,2026-07-15,2,238.59,0.15,405.6,cancelled
583adaca-e43a-4e32-8b92-43c64649d185,583adaca-e43a-4e32-8b92-43c64649d185-1,2135342f-e24e-48b3-884f-511747b7de51,PR-00018,ST-011,2026-07-15,4,644.25,0.1,2319.3,cancelled
583adaca-e43a-4e32-8b92-43c64649d185,583adaca-e43a-4e32-8b92-43c64649d185-2,2135342f-e24e-48b3-884f-511747b7de51,PR-00125,ST-004,2026-07-15,3,159.47,0,478.41,delivered
583adaca-e43a-4e32-8b92-43c64649d185,583adaca-e43a-4e32-8b92-43c64649d185-3,2135342f-e24e-48b3-884f-511747b7de51,PR-00185,ST-008,2026-07-15,1,456.03,0.15,387.63,placed
46498c61-8598-4e67-84b6-9bb8c4fe16f1,46498c61-8598-4e67-84b6-9bb8c4fe16f1-1,d6f209cb-c5bb-4139-9147-d4245fc93b07,PR-00050,ST-015,2026-07-15,2,144.82,0.15,246.19,cancelled
46498c61-8598-4e67-84b6-9bb8c4fe16f1,46498c61-8598-4e67-84b6-9bb8c4fe16f1-2,d6f209cb-c5bb-4139-9147-d4245fc93b07,PR-00173,ST-002,2026-07-15,5,729.33,0.1,3281.99,delivered
508fe487-00c7-410d-ad6d-79d65c04265f,508fe487-00c7-410d-ad6d-79d65c04265f-1,cff2a7c1-a173-4f28-9e57-62e33cae4b2d,PR-00074,ST-003,2026-07-15,2,47.34,0,94.68,shipped
508fe487-00c7-410d-ad6d-79d65c04265f,508fe487-00c7-410d-ad6d-79d65c04265f-2,cff2a7c1-a173-4f28-9e57-62e33cae4b2d,PR-00178,ST-014,2026-07-15,1,131.24,0,131.24,cancelled
bf0c3758-84a4-4830-a445-88a18b6b15b7,bf0c3758-84a4-4830-a445-88a18b6b15b7-1,747867ac-77f4-4b30-9f1d-bdb3386c7551,PR-00056,ST-002,2026-07-15,5,213.34,0.15,906.7,delivered
bf0c3758-84a4-4830-a445-88a18b6b15b7,bf0c3758-84a4-4830-a445-88a18b6b15b7-2,747867ac-77f4-4b30-9f1d-bdb3386c7551,PR-00098,ST-001,2026-07-15,3,199.96,0,599.88,shipped
245086f9-2faa-482a-b080-6ca502f8abfe,245086f9-2faa-482a-b080-6ca502f8abfe-1,347bed12-2791-4fdc-b92c-a79732159de8,PR-00024,ST-013,2026-07-15,5,279.39,0,1396.95,shipped
1135d626-6304-46a1-9e1e-9396f4971903,1135d626-6304-46a1-9e1e-9396f4971903-1,91a9ac57-ae32-4fa2-aefc-fe10c9bdd32b,PR-00145,ST-015,2026-07-15,5,684.33,0,3421.65,cancelled
1135d626-6304-46a1-9e1e-9396f4971903,1135d626-6304-46a1-9e1e-9396f4971903-2,91a9ac57-ae32-4fa2-aefc-fe10c9bdd32b,PR-00190,ST-010,2026-07-15,2,154.98,0,309.96,cancelled
1135d626-6304-46a1-9e1e-9396f4971903,1135d626-6304-46a1-9e1e-9396f4971903-3,91a9ac57-ae32-4fa2-aefc-fe10c9bdd32b,PR-00074,ST-015,2026-07-15,3,47.34,0,142.02,shipped
1135d626-6304-46a1-9e1e-9396f4971903,1135d626-6304-46a1-9e1e-9396f4971903-4,91a9ac57-ae32-4fa2-aefc-fe10c9bdd32b,PR-00190,ST-006,2026-07-15,4,154.98,0,619.92,delivered
b43bf7cb-4a95-42a9-9f31-1fbe134a4578,b43bf7cb-4a95-42a9-9f31-1fbe134a4578-1,0ab22d53-a835-4d24-9b96-ded2a64dc31a,PR-00089,ST-012,2026-07-15,3,173.52,0.1,468.5,placed
b43bf7cb-4a95-42a9-9f31-1fbe134a4578,b43bf7cb-4a95-42a9-9f31-1fbe134a4578-2,0ab22d53-a835-4d24-9b96-ded2a64dc31a,PR-00157,ST-007,2026-07-15,3,382.27,0,1146.81,placed
b43bf7cb-4a95-42a9-9f31-1fbe134a4578,b43bf7cb-4a95-42a9-9f31-1fbe134a4578-3,0ab22d53-a835-4d24-9b96-ded2a64dc31a,PR-00021,ST-001,2026-07-15,2,397.22,0.15,675.27,delivered
b43bf7cb-4a95-42a9-9f31-1fbe134a4578,b43bf7cb-4a95-42a9-9f31-1fbe134a4578-4,0ab22d53-a835-4d24-9b96-ded2a64dc31a,PR-00010,ST-007,2026-07-15,5,326.16,0.15,1386.18,shipped
e1ae7087-0f82-42d9-a86e-f812acdb4d9a,e1ae7087-0f82-42d9-a86e-f812acdb4d9a-1,6e98fe06-cc8d-41c3-b0f1-db02dd1d1d1d,PR-00017,ST-009,2026-07-15,2,477.95,0.15,812.51,placed
25df1a96-ed1f-430f-9e18-61b65b811e78,25df1a96-ed1f-430f-9e18-61b65b811e78-1,38099c2f-616b-4ccd-aad5-809ad350ded2,PR-00021,ST-009,2026-07-15,5,397.22,0.1,1787.49,placed
6433b93f-5d82-4dc8-ae05-73a9664b1587,6433b93f-5d82-4dc8-ae05-73a9664b1587-1,2059bfac-7e1f-4ad6-aa61-b72d9ff6ef88,PR-00005,ST-013,2026-07-15,3,180.46,0,541.38,placed
461e7526-b710-4793-a4eb-7bfb2b5cbb5e,461e7526-b710-4793-a4eb-7bfb2b5cbb5e-1,347bed12-2791-4fdc-b92c-a79732159de8,PR-00116,ST-013,2026-07-15,2,655.24,0,1310.48,cancelled
461e7526-b710-4793-a4eb-7bfb2b5cbb5e,461e7526-b710-4793-a4eb-7bfb2b5cbb5e-2,347bed12-2791-4fdc-b92c-a79732159de8,PR-00082,ST-002,2026-07-15,4,701.69,0,2806.76,placed
461e7526-b710-4793-a4eb-7bfb2b5cbb5e,461e7526-b710-4793-a4eb-7bfb2b5cbb5e-3,347bed12-2791-4fdc-b92c-a79732159de8,PR-00127,ST-015,2026-07-15,1,93.56,0,93.56,delivered
461e7526-b710-4793-a4eb-7bfb2b5cbb5e,461e7526-b710-4793-a4eb-7bfb2b5cbb5e-4,347bed12-2791-4fdc-b92c-a79732159de8,PR-00157,ST-002,2026-07-15,1,382.27,0.1,344.04,placed
15526a9a-12b5-46a7-99a1-b94742da97d4,15526a9a-12b5-46a7-99a1-b94742da97d4-1,bb68a4fb-e18d-42ef-982b-f55d99a68cab,PR-00098,ST-013,2026-07-15,5,199.96,0,999.8,cancelled
15526a9a-12b5-46a7-99a1-b94742da97d4,15526a9a-12b5-46a7-99a1-b94742da97d4-2,bb68a4fb-e18d-42ef-982b-f55d99a68cab,PR-00086,ST-009,2026-07-15,4,160.07,0,640.28,placed
3cf8cf68-aa96-4e9f-9c72-827ebedc1f36,3cf8cf68-aa96-4e9f-9c72-827ebedc1f36-1,6b77e17e-b089-4bb9-98dd-310bc766acd7,PR-00112,ST-006,2026-07-15,2,108.4,0.1,195.12,placed
3cf8cf68-aa96-4e9f-9c72-827ebedc1f36,3cf8cf68-aa96-4e9f-9c72-827ebedc1f36-2,6b77e17e-b089-4bb9-98dd-310bc766acd7,PR-00074,ST-012,2026-07-15,5,47.34,0,236.7,placed
3cf8cf68-aa96-4e9f-9c72-827ebedc1f36,3cf8cf68-aa96-4e9f-9c72-827ebedc1f36-3,6b77e17e-b089-4bb9-98dd-310bc766acd7,PR-00073,ST-015,2026-07-15,4,655.75,0.15,2229.55,placed
2c4fa026-e619-439a-a59d-4eb01887f830,2c4fa026-e619-439a-a59d-4eb01887f830-1,641004d7-8c52-4d3e-a081-d5d06e018337,PR-00054,ST-001,2026-07-15,4,162.03,0,648.12,shipped
70a89e61-ba41-4532-ae5f-11c985bd67c1,70a89e61-ba41-4532-ae5f-11c985bd67c1-1,3ebdd453-d7da-43ac-9940-fa1687781260,PR-00112,ST-007,2026-07-15,4,108.4,0,433.6,shipped
70a89e61-ba41-4532-ae5f-11c985bd67c1,70a89e61-ba41-4532-ae5f-11c985bd67c1-2,3ebdd453-d7da-43ac-9940-fa1687781260,PR-00140,ST-009,2026-07-15,1,571.5,0.1,514.35,delivered
70a89e61-ba41-4532-ae5f-11c985bd67c1,70a89e61-ba41-4532-ae5f-11c985bd67c1-3,3ebdd453-d7da-43ac-9940-fa1687781260,PR-00050,ST-011,2026-07-15,4,144.82,0,579.28,cancelled
9c45cb8a-e643-4df0-8701-ab84587f70ae,9c45cb8a-e643-4df0-8701-ab84587f70ae-1,e1580943-4b91-417e-b0bd-f9841ae329f8,PR-00169,ST-006,2026-07-15,1,757.85,0.1,682.07,cancelled
9c45cb8a-e643-4df0-8701-ab84587f70ae,9c45cb8a-e643-4df0-8701-ab84587f70ae-2,e1580943-4b91-417e-b0bd-f9841ae329f8,PR-00187,ST-005,2026-07-15,4,427.39,0,1709.56,shipped
9c45cb8a-e643-4df0-8701-ab84587f70ae,9c45cb8a-e643-4df0-8701-ab84587f70ae-3,e1580943-4b91-417e-b0bd-f9841ae329f8,PR-00011,ST-013,2026-07-15,2,404.05,0,808.1,shipped
9fdb88d7-92f3-4a4c-bdc9-9ffb6db1a857,9fdb88d7-92f3-4a4c-bdc9-9ffb6db1a857-1,82f6cf15-ab8d-4439-b693-97a4efef5035,PR-00101,ST-011,2026-07-15,3,126.81,0,380.43,delivered
6e1e94e6-7e9d-4953-92fd-16af995763bd,6e1e94e6-7e9d-4953-92fd-16af995763bd-1,bb6ff634-eccd-44e3-ab92-cd190dc6fe73,PR-00187,ST-002,2026-07-15,5,427.39,0.1,1923.25,delivered
6e1e94e6-7e9d-4953-92fd-16af995763bd,6e1e94e6-7e9d-4953-92fd-16af995763bd-2,bb6ff634-eccd-44e3-ab92-cd190dc6fe73,PR-00085,ST-003,2026-07-15,4,771.25,0,3085.0,delivered
123cef43-0ae5-4250-84cb-8fd26ebe55da,123cef43-0ae5-4250-84cb-8fd26ebe55da-1,f79db442-4e41-4fc0-a251-6afcb322b522,PR-00041,ST-013,2026-07-15,1,109.21,0.15,92.83,shipped
a11d4f6e-ee25-4047-a08a-b5583c3b8843,a11d4f6e-ee25-4047-a08a-b5583c3b8843-1,b7d4b5bf-f084-4f03-949f-0edcfadde666,PR-00105,ST-007,2026-07-15,1,429.11,0.1,386.2,delivered
a11d4f6e-ee25-4047-a08a-b5583c3b8843,a11d4f6e-ee25-4047-a08a-b5583c3b8843-2,b7d4b5bf-f084-4f03-949f-0edcfadde666,PR-00145,ST-002,2026-07-15,1,684.33,0,684.33,shipped
adc605eb-8eca-4518-9522-1c3379901540,adc605eb-8eca-4518-9522-1c3379901540-1,5e1f718b-b420-4315-9962-553a7ba9ff82,PR-00162,ST-011,2026-07-15,3,488.4,0,1465.2,delivered
adc605eb-8eca-4518-9522-1c3379901540,adc605eb-8eca-4518-9522-1c3379901540-2,5e1f718b-b420-4315-9962-553a7ba9ff82,PR-00179,ST-009,2026-07-15,2,796.14,0,1592.28,delivered
adc605eb-8eca-4518-9522-1c3379901540,adc605eb-8eca-4518-9522-1c3379901540-3,5e1f718b-b420-4315-9962-553a7ba9ff82,PR-00062,ST-008,2026-07-15,1,420.22,0,420.22,cancelled
adc605eb-8eca-4518-9522-1c3379901540,adc605eb-8eca-4518-9522-1c3379901540-4,5e1f718b-b420-4315-9962-553a7ba9ff82,PR-00120,ST-009,2026-07-15,4,805.49,0,3221.96,cancelled
29a8e025-55eb-4507-a87c-2f9af0c2a46f,29a8e025-55eb-4507-a87c-2f9af0c2a46f-1,96a9d071-203f-4496-b9ac-0652e59bbafb,PR-00103,ST-012,2026-07-15,1,494.68,0.15,420.48,delivered
29a8e025-55eb-4507-a87c-2f9af0c2a46f,29a8e025-55eb-4507-a87c-2f9af0c2a46f-2,96a9d071-203f-4496-b9ac-0652e59bbafb,PR-00058,ST-004,2026-07-15,5,512.71,0,2563.55,placed
5ff8dc89-7589-4ac8-b111-ad1e628289d1,5ff8dc89-7589-4ac8-b111-ad1e628289d1-1,87a7584e-78a3-496f-93b8-2b7e7cbc512b,PR-00048,ST-009,2026-07-15,2,94.38,0,188.76,shipped
5ff8dc89-7589-4ac8-b111-ad1e628289d1,5ff8dc89-7589-4ac8-b111-ad1e628289d1-2,87a7584e-78a3-496f-93b8-2b7e7cbc512b,PR-00046,ST-014,2026-07-15,5,410.57,0,2052.85,delivered
5ff8dc89-7589-4ac8-b111-ad1e628289d1,5ff8dc89-7589-4ac8-b111-ad1e628289d1-3,87a7584e-78a3-496f-93b8-2b7e7cbc512b,PR-00152,ST-013,2026-07-15,1,89.11,0.1,80.2,shipped
5ff8dc89-7589-4ac8-b111-ad1e628289d1,5ff8dc89-7589-4ac8-b111-ad1e628289d1-4,87a7584e-78a3-496f-93b8-2b7e7cbc512b,PR-00181,ST-001,2026-07-15,3,199.33,0.1,538.19,shipped
527d7375-d692-4662-bdbd-b5ef8c9c1873,527d7375-d692-4662-bdbd-b5ef8c9c1873-1,dcb47e5f-6906-4d1a-b747-3f731f428cbe,PR-00017,ST-005,2026-07-15,3,477.95,0.15,1218.77,placed
